giocatore,punti_totali,tiri_liberi,due_punti,tre_punti,squadra,avversario,partita,id_gara
Vailati V.,8,0,4,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Nava A.,7,3,2,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Fabbricotti M.,5,3,1,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Buonaguidi N.,4,0,2,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Picelli P.,3,1,1,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Negretto S.,2,0,1,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Vignati R.,2,0,1,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Faustini L.,0,0,0,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Marchese F.,0,0,0,0,Posal Sesto San Giovanni,Ciesse Freebasket Milano,C,5608
Sartor T.,18,1,7,1,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Ariete Riccardo,8,0,1,2,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Viganò Jacopo,7,1,3,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Barbesta Pietro,6,2,2,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Ferracin Fabio,6,0,3,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Angst Gabriele,6,0,3,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Gianelli Andrea,2,0,1,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Leuci Claudio,2,0,1,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Veneziani Lorenzo,2,0,1,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Rossi Iacopo,0,0,0,0,Ciesse Freebasket Milano,Posal Sesto San Giovanni,T,5608
Anzalone F.,10,4,3,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Gallo Perozzi N.,8,1,2,1,Ado San Benedetto Milano,Cesano Seveso,C,5609
Digrandi S.,7,0,2,1,Ado San Benedetto Milano,Cesano Seveso,C,5609
Filosa A.,6,0,3,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Giglio A.,5,1,2,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Testini E.,3,1,1,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Ricciardi A.,3,1,1,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Giamberti G.,3,0,0,1,Ado San Benedetto Milano,Cesano Seveso,C,5609
Chini E.,2,2,0,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Cruickshank E.H.,2,0,1,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Perricone A.,0,0,0,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Digrandi S.,0,0,0,0,Ado San Benedetto Milano,Cesano Seveso,C,5609
Pedretti F.,20,9,4,1,Cesano Seveso,Ado San Benedetto Milano,T,5609
Cesana A.,10,4,3,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Valente F.,9,1,4,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Confalonieri O.,9,2,2,1,Cesano Seveso,Ado San Benedetto Milano,T,5609
Cesana L.,3,1,1,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Gianotti D.,2,2,0,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Montagnani G.,2,0,1,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Callegher R.,2,0,1,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Rho S.,0,0,0,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Canciani E.,0,0,0,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Cervellera N.,0,0,0,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Pasolini A.,0,0,0,0,Cesano Seveso,Ado San Benedetto Milano,T,5609
Bonazzoli Stefano,17,2,3,3,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Omodei Cristian,14,2,3,2,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Costa Luca,8,2,3,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Sacchetti Andrea,7,2,1,1,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Cerea Edoardo,3,0,0,1,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Castellani Davide,3,1,1,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Battaioni A.,2,0,1,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Santoro Lorenzo,1,1,0,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Invernizzi Filippo,0,0,0,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Mandelli Giovanni,0,0,0,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Cerea Filippo,0,0,0,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Mapelli Davide,0,0,0,0,Acli Trecella,Basket San Rocco 2013 Seregno,C,5610
Tosetti R.,13,3,2,2,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Donghi M.,11,3,4,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Astuni M.,8,1,2,1,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Schiatti F.,7,0,2,1,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Scaffidi M.,6,2,2,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Pandolfi A.,4,0,2,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Carota A.,2,0,1,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Pisani D.,0,0,0,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Bolis F.,0,0,0,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Buzzi F.,0,0,0,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
Galliani M.,0,0,0,0,Basket San Rocco 2013 Seregno,Acli Trecella,T,5610
De Marchi /,10,0,2,2,Azzurri Niguardese,Aurora Trezzo,C,5611
Mantovani /,9,1,4,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Marini /,8,0,4,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Mauri /,8,0,1,2,Azzurri Niguardese,Aurora Trezzo,C,5611
Daleffe /,8,0,4,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Tortoreto /,6,2,2,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Stilinovic /,5,0,1,1,Azzurri Niguardese,Aurora Trezzo,C,5611
Causin /,4,0,2,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Panfili /,4,0,2,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Tomaselli /,4,0,2,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Polio /,3,0,0,1,Azzurri Niguardese,Aurora Trezzo,C,5611
Morosini /,2,0,1,0,Azzurri Niguardese,Aurora Trezzo,C,5611
Rinaldi D.,6,0,3,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Magoga M.,6,0,3,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Leoni L.,6,4,1,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Vergine Sam.,4,0,2,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Brambilla L.,4,2,1,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Sancini T.,4,0,2,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Scotti R.,4,2,1,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Corti L.,3,0,0,1,Aurora Trezzo,Azzurri Niguardese,T,5611
Alesso T.,3,1,1,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Quadri T.,0,0,0,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Colombo D.,0,0,0,0,Aurora Trezzo,Azzurri Niguardese,T,5611
Vassallo D.,14,5,3,1,Osal Novate,Cgb Brugherio,C,5612
Martinez A.,8,2,3,0,Osal Novate,Cgb Brugherio,C,5612
Ossoli T,7,0,2,1,Osal Novate,Cgb Brugherio,C,5612
Giugliano M.,5,1,2,0,Osal Novate,Cgb Brugherio,C,5612
Petruzzi F.,5,2,0,1,Osal Novate,Cgb Brugherio,C,5612
Brambilla E.,2,0,1,0,Osal Novate,Cgb Brugherio,C,5612
Vassallo M.,2,0,1,0,Osal Novate,Cgb Brugherio,C,5612
Di Lernia F.,2,0,1,0,Osal Novate,Cgb Brugherio,C,5612
Brandinali M.,1,1,0,0,Osal Novate,Cgb Brugherio,C,5612
Lizza T.,0,0,0,0,Osal Novate,Cgb Brugherio,C,5612
Dell'Acqua F.,0,0,0,0,Osal Novate,Cgb Brugherio,C,5612
Di Lernia S.,0,0,0,0,Osal Novate,Cgb Brugherio,C,5612
Brioschi N.,17,2,6,1,Cgb Brugherio,Osal Novate,T,5612
Rusconi L.,15,1,4,2,Cgb Brugherio,Osal Novate,T,5612
Varisco L.,15,7,4,0,Cgb Brugherio,Osal Novate,T,5612
Marci G.,8,2,0,2,Cgb Brugherio,Osal Novate,T,5612
Giuseppetti M.,7,1,3,0,Cgb Brugherio,Osal Novate,T,5612
Schiavone R.,6,1,1,1,Cgb Brugherio,Osal Novate,T,5612
Ianni A.,5,1,2,0,Cgb Brugherio,Osal Novate,T,5612
Di Tullio A.,2,2,0,0,Cgb Brugherio,Osal Novate,T,5612
Dezani A.,2,0,1,0,Cgb Brugherio,Osal Novate,T,5612
Macis M.,2,0,1,0,Cgb Brugherio,Osal Novate,T,5612
Marci A.,1,1,0,0,Cgb Brugherio,Osal Novate,T,5612
Gargaro D.,0,0,0,0,Cgb Brugherio,Osal Novate,T,5612
Pedretti F.,18,1,7,1,Cesano Seveso,Pall.Carugate,C,5613
Callegher R.,10,0,5,0,Cesano Seveso,Pall.Carugate,C,5613
Bandini L.,10,4,3,0,Cesano Seveso,Pall.Carugate,C,5613
Rho S.,6,0,0,2,Cesano Seveso,Pall.Carugate,C,5613
Bianchi E.,4,0,2,0,Cesano Seveso,Pall.Carugate,C,5613
Cesana A.,4,0,2,0,Cesano Seveso,Pall.Carugate,C,5613
Pasolini A.,3,0,0,1,Cesano Seveso,Pall.Carugate,C,5613
Confalonieri O.,3,1,1,0,Cesano Seveso,Pall.Carugate,C,5613
Montagnani G.,2,0,1,0,Cesano Seveso,Pall.Carugate,C,5613
Canciani E.,0,0,0,0,Cesano Seveso,Pall.Carugate,C,5613
Pizzul D.,17,5,6,0,Pall.Carugate,Cesano Seveso,T,5613
Spinelli M.,14,3,4,1,Pall.Carugate,Cesano Seveso,T,5613
Ghezzi S.,14,4,5,0,Pall.Carugate,Cesano Seveso,T,5613
Tamburrini G.,12,0,0,4,Pall.Carugate,Cesano Seveso,T,5613
Ragnolini M.,7,1,3,0,Pall.Carugate,Cesano Seveso,T,5613
Bonfanti S.,5,1,2,0,Pall.Carugate,Cesano Seveso,T,5613
Maccagni A.,3,3,0,0,Pall.Carugate,Cesano Seveso,T,5613
Iacopetta L.,0,0,0,0,Pall.Carugate,Cesano Seveso,T,5613
Bai G.,0,0,0,0,Pall.Carugate,Cesano Seveso,T,5613
Paviglianiti D.,0,0,0,0,Pall.Carugate,Cesano Seveso,T,5613
Scaffidi M.,14,4,2,2,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Schiatti F.,12,0,0,4,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Carota A.,11,5,3,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Astuni M.,8,0,4,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Donghi M.,6,0,3,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Pandolfi A.,4,0,2,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Tosetti R.,4,0,2,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Pisani D.,0,0,0,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Bolis F.,0,0,0,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Buzzi F.,0,0,0,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Galliani M.,0,0,0,0,Basket San Rocco 2013 Seregno,Aurora Trezzo,C,5614
Rinaldi D.,13,5,4,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Scotti R.,11,4,2,1,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Magoga M.,11,0,4,1,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Vergine Sam.,7,2,1,1,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Sancini T.,4,0,2,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Brambilla L.,2,0,1,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Alesso T.,2,2,0,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Leoni L.,2,0,1,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Colombo D.,2,0,1,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Corti L.,0,0,0,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Quadri T.,0,0,0,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Albani P.,0,0,0,0,Aurora Trezzo,Basket San Rocco 2013 Seregno,T,5614
Marcotti Luca,24,1,1,7,Inzago Basket,Ado San Benedetto Milano,C,5615
Balconi Paolo,12,4,1,2,Inzago Basket,Ado San Benedetto Milano,C,5615
Brusamolino Marco,11,1,5,0,Inzago Basket,Ado San Benedetto Milano,C,5615
Ronzoni Alessandro,7,1,0,2,Inzago Basket,Ado San Benedetto Milano,C,5615
Brambilla Francesco,6,2,2,0,Inzago Basket,Ado San Benedetto Milano,C,5615
Galli Marco,5,2,0,1,Inzago Basket,Ado San Benedetto Milano,C,5615
Dossi Simone,4,2,1,0,Inzago Basket,Ado San Benedetto Milano,C,5615
Stigliani Matteo,4,1,0,1,Inzago Basket,Ado San Benedetto Milano,C,5615
Gorla Mattia,2,0,1,0,Inzago Basket,Ado San Benedetto Milano,C,5615
Bonacina T.,2,0,1,0,Inzago Basket,Ado San Benedetto Milano,C,5615
Cavalli Simone,0,0,0,0,Inzago Basket,Ado San Benedetto Milano,C,5615
Motta Achille,0,0,0,0,Inzago Basket,Ado San Benedetto Milano,C,5615
Tresoldi M.,13,1,3,2,Ado San Benedetto Milano,Inzago Basket,T,5615
Gallo Perozzi N.,10,2,4,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Anzalone F.,8,0,1,2,Ado San Benedetto Milano,Inzago Basket,T,5615
Chini E.,7,1,3,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Giglio A.,6,2,2,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Ricciardi A.,3,1,1,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Talamanca P.,3,0,0,1,Ado San Benedetto Milano,Inzago Basket,T,5615
Rossi A.,2,0,1,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Cruickshank E.H.,2,0,1,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Filosa A.,0,0,0,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Digrandi S.,0,0,0,0,Ado San Benedetto Milano,Inzago Basket,T,5615
Punturieri O.,17,0,7,1,Social Osa,Posal Sesto San Giovanni,C,5616
Magnoni L.,12,1,4,1,Social Osa,Posal Sesto San Giovanni,C,5616
Buhaj S.,6,0,3,0,Social Osa,Posal Sesto San Giovanni,C,5616
Lissi M.,5,3,1,0,Social Osa,Posal Sesto San Giovanni,C,5616
Rabacchin A.,4,1,0,1,Social Osa,Posal Sesto San Giovanni,C,5616
Migliorata R.,3,3,0,0,Social Osa,Posal Sesto San Giovanni,C,5616
Carlone M.,2,0,1,0,Social Osa,Posal Sesto San Giovanni,C,5616
Di Iorio M.,0,0,0,0,Social Osa,Posal Sesto San Giovanni,C,5616
Gaboli S.,0,0,0,0,Social Osa,Posal Sesto San Giovanni,C,5616
Cantarin E.,0,0,0,0,Social Osa,Posal Sesto San Giovanni,C,5616
Scaletti A.,0,0,0,0,Social Osa,Posal Sesto San Giovanni,C,5616
Silvestri P.,0,0,0,0,Social Osa,Posal Sesto San Giovanni,C,5616
Capaccioli L.,19,4,6,1,Posal Sesto San Giovanni,Social Osa,T,5616
Fabbricotti M.,11,0,4,1,Posal Sesto San Giovanni,Social Osa,T,5616
Vailati V.,11,2,3,1,Posal Sesto San Giovanni,Social Osa,T,5616
Nava S.,8,1,2,1,Posal Sesto San Giovanni,Social Osa,T,5616
Picelli P.,5,3,1,0,Posal Sesto San Giovanni,Social Osa,T,5616
Nava A.,5,3,1,0,Posal Sesto San Giovanni,Social Osa,T,5616
Vignati R.,4,0,2,0,Posal Sesto San Giovanni,Social Osa,T,5616
Negretto S.,3,1,1,0,Posal Sesto San Giovanni,Social Osa,T,5616
Faustini L.,2,0,1,0,Posal Sesto San Giovanni,Social Osa,T,5616
Angiolini F.,0,0,0,0,Posal Sesto San Giovanni,Social Osa,T,5616
Buonaguidi N.,0,0,0,0,Posal Sesto San Giovanni,Social Osa,T,5616
Marchese F.,0,0,0,0,Posal Sesto San Giovanni,Social Osa,T,5616
Barnini E.,12,0,6,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Bassi P.,8,3,1,1,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Chianura A.,7,5,1,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Fina E.,7,1,0,2,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Tonani S.,7,0,2,1,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Moalli D.,6,0,3,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Bernardello N.,5,3,1,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Reda M.,2,2,0,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Polo L.,2,2,0,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Ronzoni D.,0,0,0,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Volpin A.,0,0,0,0,Basket Ajaccio 1988,Azzurri Niguardese,C,5617
Panfili /,19,0,8,1,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Stilinovic /,12,4,4,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Morosini /,11,2,3,1,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Marini /,10,1,3,1,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Mauri /,5,0,1,1,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Daleffe /,5,3,1,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Tortoreto /,4,0,2,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Mantovani /,2,0,1,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Donghi /,1,1,0,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
De Marchi /,0,0,0,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Causin /,0,0,0,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Bevivino /,0,0,0,0,Azzurri Niguardese,Basket Ajaccio 1988,T,5617
Lo Brutto Federico,20,1,5,3,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Viganò Jacopo,9,3,3,0,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Gaeta Marco,8,2,3,0,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Ariete Riccardo,6,0,0,2,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Gianelli Andrea,5,1,2,0,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Barbesta Pietro,4,1,0,1,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Ferracin Fabio,3,1,1,0,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Sedazzari Mattia,3,0,0,1,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Angst Gabriele,0,0,0,0,Ciesse Freebasket Milano,Cbba Olimpia Cologno,C,5618
Bonazzoli Stefano,12,4,4,0,Acli Trecella,Social Osa,C,5619
Costa Luca,8,0,4,0,Acli Trecella,Social Osa,C,5619
Caterina Alberto,7,0,2,1,Acli Trecella,Social Osa,C,5619
Bassi Andrea,5,1,2,0,Acli Trecella,Social Osa,C,5619
Mapelli Davide,5,1,2,0,Acli Trecella,Social Osa,C,5619
Omodei Cristian,5,3,1,0,Acli Trecella,Social Osa,C,5619
Santoro Lorenzo,3,1,1,0,Acli Trecella,Social Osa,C,5619
Castellani Davide,3,1,1,0,Acli Trecella,Social Osa,C,5619
Sacchetti Andrea,2,0,1,0,Acli Trecella,Social Osa,C,5619
Cerea Edoardo,2,2,0,0,Acli Trecella,Social Osa,C,5619
Battaioni A.,0,0,0,0,Acli Trecella,Social Osa,C,5619
Ughi L.,0,0,0,0,Acli Trecella,Social Osa,C,5619
Punturieri O.,15,8,2,1,Social Osa,Acli Trecella,T,5619
Magnoni L.,14,2,3,2,Social Osa,Acli Trecella,T,5619
Carlone M.,9,3,3,0,Social Osa,Acli Trecella,T,5619
Baccalaro M.,9,2,2,1,Social Osa,Acli Trecella,T,5619
Migliorata R.,2,2,0,0,Social Osa,Acli Trecella,T,5619
Buhaj S.,0,0,0,0,Social Osa,Acli Trecella,T,5619
Sturlesi N.,0,0,0,0,Social Osa,Acli Trecella,T,5619
Rabacchin A.,0,0,0,0,Social Osa,Acli Trecella,T,5619
Gaboli S.,0,0,0,0,Social Osa,Acli Trecella,T,5619
Lissi M.,0,0,0,0,Social Osa,Acli Trecella,T,5619
Iaretti N.,0,0,0,0,Social Osa,Acli Trecella,T,5619
Silvestri P.,0,0,0,0,Social Osa,Acli Trecella,T,5619
Marini /,18,1,4,3,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Panfili /,13,2,4,1,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Morosini /,12,1,4,1,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Tortoreto /,7,0,2,1,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Donghi /,5,0,1,1,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Mantovani /,5,3,1,0,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Bevivino /,4,0,2,0,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Stilinovic /,4,0,2,0,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Polio /,3,3,0,0,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
De Marchi /,2,0,1,0,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Mauri /,0,0,0,0,Azzurri Niguardese,Basket San Rocco 2013 Seregno,C,5620
Astuni M.,10,0,2,2,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Donghi M.,9,1,4,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Tosetti R.,5,1,2,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Arienti A.,5,0,1,1,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Schiatti F.,4,4,0,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Carota A.,4,2,1,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Scaffidi M.,4,1,0,1,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Pandolfi A.,0,0,0,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Bolis F.,0,0,0,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Ceccacci M.,0,0,0,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Buzzi F.,0,0,0,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Capelli G.,0,0,0,0,Basket San Rocco 2013 Seregno,Azzurri Niguardese,T,5620
Capaccioli L.,21,2,5,3,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Fabbricotti M.,14,2,0,4,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Nava S.,11,0,4,1,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Negretto S.,9,5,2,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Picelli P.,7,1,3,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Buonaguidi N.,7,0,2,1,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Vailati V.,7,1,3,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Vignati R.,6,0,3,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Nava A.,5,3,1,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Angiolini F.,0,0,0,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Faustini L.,0,0,0,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Marchese F.,0,0,0,0,Posal Sesto San Giovanni,Basket Ajaccio 1988,C,5621
Moalli D.,19,2,7,1,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Reda M.,13,6,2,1,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Mariani M.,12,2,2,2,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Barnini E.,11,3,4,0,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Bernardello N.,9,3,3,0,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Fina E.,5,0,1,1,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Ronzoni D.,2,2,0,0,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Polo L.,2,0,1,0,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Chianura A.,2,0,1,0,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Bordoni A.,0,0,0,0,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Volpin A.,0,0,0,0,Basket Ajaccio 1988,Posal Sesto San Giovanni,T,5621
Giglio A.,13,3,5,0,Ado San Benedetto Milano,Osal Novate,C,5622
Chini E.,11,1,5,0,Ado San Benedetto Milano,Osal Novate,C,5622
Digrandi S.,11,0,4,1,Ado San Benedetto Milano,Osal Novate,C,5622
Tresoldi M.,11,1,5,0,Ado San Benedetto Milano,Osal Novate,C,5622
Anzalone F.,8,0,4,0,Ado San Benedetto Milano,Osal Novate,C,5622
Talamanca P.,7,3,2,0,Ado San Benedetto Milano,Osal Novate,C,5622
Ricciardi A.,6,0,3,0,Ado San Benedetto Milano,Osal Novate,C,5622
Testini E.,5,1,2,0,Ado San Benedetto Milano,Osal Novate,C,5622
Cruickshank E.H.,4,0,2,0,Ado San Benedetto Milano,Osal Novate,C,5622
Digrandi S.,3,1,1,0,Ado San Benedetto Milano,Osal Novate,C,5622
Giamberti G.,0,0,0,0,Ado San Benedetto Milano,Osal Novate,C,5622
Rossi A.,0,0,0,0,Ado San Benedetto Milano,Osal Novate,C,5622
Martinez A.,14,4,2,2,Osal Novate,Ado San Benedetto Milano,T,5622
Ossoli T,11,0,4,1,Osal Novate,Ado San Benedetto Milano,T,5622
Vassallo M.,9,0,3,1,Osal Novate,Ado San Benedetto Milano,T,5622
Vassallo D.,6,2,2,0,Osal Novate,Ado San Benedetto Milano,T,5622
Di Lernia F.,6,0,3,0,Osal Novate,Ado San Benedetto Milano,T,5622
